900,10,c,d,e,f,g,h,i,j,res
0.720155983,0.2460991,0.905091282,0.029421046,0.852975826,0.287310852,0.432717171,0.99961817,0.548482752,0.231829193,-0.422477121
0.37982068,0.945087034,0.163310248,0.800010579,0.184628561,0.374056179,0.681435415,0.971469689,0.625181713,0.558650089,-0.031892323
0.73062631,0.331042351,0.990133015,0.736827668,0.526969412,0.131529361,0.423488593,0.392449616,0.963031121,0.912428076,-0.550548733
0.324789527,0.886558442,0.794693403,0.930485856,0.825924839,0.558677334,0.266531154,0.276679809,0.755463719,0.022237574,-0.677572654
0.051342367,0.25526822,0.692031184,0.809964006,0.821102707,0.590256535,0.400576191,0.142698813,0.085763543,0.746905804,-0.658041691
0.588039404,0.803341237,0.473494684,0.80979118,0.699060173,0.50454948,0.725477039,0.549878705,0.469274718,0.254223192,-0.247905488
0.602428515,0.025032395,0.361364091,0.283069107,0.347894132,0.003253554,0.274696821,0.431039739,0.019477985,0.632902351,0.212341951
0.841497736,0.972875006,0.79675444,0.631732481,0.21116645,0.389738258,0.045841252,0.902572901,0.152124446,0.923294331,-0.51108942
0.185905146,0.65386794,0.42309181,0.299098217,0.729812051,0.574558456,0.877826958,0.488482884,0.10916923,0.639411899,-0.342534435
0.94992341,0.358991771,0.255956459,0.368250015,0.734070403,0.581717391,0.863004934,0.612600988,0.53602423,0.690395549,0.296972825
0.844961919,0.055045653,0.450406005,0.137671537,0.504333769,0.89084968,0.560137709,0.69419131,0.681966171,0.62919191,0.310758337
0.531797332,0.763565926,0.876360539,0.873958194,0.646549453,0.624343595,0.063789942,0.512976755,0.164375047,0.863932197,-0.665925405
0.33241552,0.50994034,0.085117253,0.740520256,0.402569142,0.680471154,0.439473759,0.172809257,0.488966811,0.165775332,0.079454607
0.2368773,0.957014855,0.628984797,0.308258204,0.017780108,0.241691227,0.994180414,0.145409887,0.090435202,0.585434858,-0.54769623
0.192611431,0.215759795,0.682243956,0.976204071,0.892234282,0.573205727,0.379621425,0.55784888,0.665107652,0.84626448,-0.547693628
0.320421205,0.265670413,0.467074746,0.130164499,0.733380561,0.524446142,0.192996929,0.529988504,0.447034191,0.778690664,-0.257832493
0.225611326,0.802970839,0.681939557,0.012167476,0.719051307,0.523457077,0.759277642,0.230414521,0.013048897,0.600675094,-0.595363818
0.518984441,0.94637399,0.567237456,0.495612707,0.631256846,0.061898868,0.279265488,0.717419332,0.6924163,0.19300165,-0.387828657
0.879843784,0.506668449,0.767718121,0.344771027,0.386207906,0.727323399,0.882310247,0.639843931,0.522751389,0.443175967,-0.330710393
0.121611493,0.691586789,0.542472667,0.350889526,0.255799972,0.643153776,0.666653717,0.366329667,0.007187563,0.461187278,-0.491443445
0.237693883,0.766500294,0.77608275,0.743926032,0.912347545,0.937878724,0.913220299,0.391655468,0.653443431,0.873948187,-0.682243892
0.181293107,0.41443816,0.84548832,0.947228192,0.635496133,0.490347001,0.390968389,0.309148325,0.555695124,0.470601466,-0.746360181
0.433926184,0.881776103,0.052062081,0.903348994,0.426641122,0.039828697,0.802894718,0.944815932,0.824306939,0.523246017,0.104955464
0.825282162,0.319028228,0.333018173,0.60723949,0.141963984,0.706715031,0.75853977,0.785876288,0.704093646,0.045605868,0.170799726
0.878060822,0.046085827,0.32677733,0.062063557,0.28499405,0.348762635,0.290341908,0.850185214,0.828668283,0.503446016,0.477181295
0.511101923,0.882465999,0.990614407,0.033739885,0.783505441,0.752186013,0.705504675,0.187545286,0.021831479,0.825288321,-0.805762872
0.756253766,0.961217014,0.44922281,0.0079775,0.860411718,0.590646548,0.598092464,0.583120504,0.448339875,0.166081347,-0.190447502
0.976201854,0.038123683,0.633714996,0.142875761,0.666915857,0.368277254,0.711719656,0.03722328,0.846209856,0.445371939,0.273327274
0.532462725,0.711904669,0.701131729,0.221826974,0.756423824,0.534095742,0.299466684,0.821688549,0.194092597,0.226728676,-0.48145161
0.913175732,0.540198303,0.959604668,0.461791487,0.926920835,0.901171807,0.93509923,0.49560248,0.160094331,0.63651401,-0.52066157
0.482999049,0.64701344,0.304483449,0.614273871,0.276532799,0.439246901,0.554834112,0.902941189,0.294971076,0.163735164,-0.093937071
0.75175138,0.54147066,0.343945524,0.10270422,0.735204489,0.684574568,0.379167431,0.566623471,0.390229735,0.443413758,0.016963049
0.684974742,0.558593516,0.099338589,0.956500577,0.57591443,0.83640011,0.360998522,0.493977267,0.456490061,0.79386878,0.224191987
0.658096989,0.252519435,0.413443394,0.99050885,0.785412825,0.218916374,0.278118252,0.671288623,0.601132941,0.010135406,0.023819059
0.066976857,0.192133954,0.814606975,0.521414772,0.071656633,0.456717525,0.623814205,0.066130301,0.129221736,0.832649791,-0.766222658
0.25698786,0.091027496,0.032289418,0.341911909,0.200418092,0.473508471,0.406269442,0.920650794,0.331332716,0.232982996,0.185118285
0.840401841,0.549678545,0.630375221,0.999378935,0.549675,0.57350345,0.604958923,0.288282924,0.532137494,0.89764461,-0.230061313
0.866961963,0.410691886,0.798114137,0.470877074,0.198403389,0.830778059,0.658969094,0.005441284,0.909816287,0.078575851,-0.322123312
0.849098356,0.476912891,0.23644818,0.068896449,0.312800769,0.868452219,0.473037777,0.235634159,0.366874597,0.529277695,0.19813425
0.309081243,0.280739449,0.827879092,0.929369869,0.772487955,0.788283206,0.093397983,0.944865099,0.36313116,0.880549504,-0.62993774
0.272641728,0.604622824,0.196620471,0.470355552,0.918434239,0.299445565,0.441274626,0.400566283,0.694136655,0.329794787,-0.07321105
0.813009106,0.448646553,0.311019663,0.01270245,0.797457275,0.610429707,0.122334766,0.369136356,0.75630604,0.075974829,0.117490356
0.537929227,0.112651774,0.541441875,0.435787663,0.081292458,0.867018966,0.03100944,0.250302006,0.532556364,0.215493968,-0.102424761
0.110475376,0.967016275,0.090835939,0.748352092,0.290675321,0.711321518,0.676082745,0.7100362,0.027510214,0.922183642,-0.053182855
0.228872399,0.241426862,0.390891274,0.677179784,0.986994114,0.17455328,0.066248292,0.292636944,0.111367435,0.445424377,-0.23654537
0.532803367,0.378174863,0.227415663,0.746175544,0.043847411,0.517146597,0.244154886,0.047057198,0.354311248,0.751069337,0.075942694
0.660883294,0.349338598,0.772998377,0.765515254,0.320850996,0.061727858,0.97046776,0.152742904,0.425707288,0.234460304,-0.383940765
0.104160192,0.503405878,0.394547538,0.273366327,0.472058926,0.084905884,0.825423912,0.53470165,0.183913915,0.747620468,-0.342644219
0.609494452,0.233713462,0.683078285,0.886751304,0.198132854,0.693551218,0.300440736,0.065690647,0.384812131,0.073435156,-0.267729185
0.84237162,0.281835685,0.48928502,0.567566613,0.931899388,0.85654388,0.20312046,0.399586672,0.805335832,0.679108366,0.049428955
0.889727864,0.262738168,0.29001579,0.331669067,0.275534683,0.890026936,0.882841352,0.135272596,0.950374188,0.57532389,0.29323014
0.074047256,0.059224997,0.660686011,0.836166472,0.017440738,0.875904491,0.031522394,0.701607468,0.423534467,0.374633602,-0.594480766
0.486650257,0.476796815,0.229267998,0.600065978,0.555612684,0.944843569,0.562521394,0.455809553,0.039377481,0.613258072,0.019837164
0.123812027,0.208737349,0.586110671,0.960245415,0.49157584,0.310159862,0.659439723,0.389199613,0.531798682,0.398394437,-0.498763766
0.937064593,0.838858412,0.598887909,0.183037036,0.745340672,0.837737935,0.757416696,0.27664668,0.509546776,0.988840131,-0.248938809
0.635082142,0.707040862,0.403600168,0.727234024,0.071622584,0.149226504,0.10750544,0.367620499,0.615027805,0.258266088,-0.140526166
0.153697822,0.572617752,0.579968316,0.513769916,0.476308324,0.078382395,0.144341487,0.858808287,0.862181494,0.910778568,-0.508322186
0.151030228,0.381616998,0.861011049,0.48726794,0.161527566,0.320707634,0.022611949,0.093891054,0.049913231,0.562451086,-0.775355811
0.472303836,0.908368256,0.935859184,0.764428481,0.258036587,0.164188847,0.299305493,0.878869539,0.869991259,0.181613847,-0.768181507
0.452016843,0.940992712,0.229716908,0.235830117,0.007582158,0.048142523,0.225922008,0.060659399,0.404013607,0.439767145,-0.07287474
0.652845731,0.936141849,0.715229383,0.218319241,0.203161751,0.870387104,0.11190307,0.360391744,0.085208455,0.586514235,-0.487937862
0.237976432,0.760886522,0.99233018,0.133419856,0.502584418,0.203257594,0.777777427,0.882278712,0.21134646,0.757161314,-0.897961485
0.431369339,0.657122814,0.918822535,0.186241519,0.527262635,0.16889672,0.472019357,0.183648857,0.232710753,0.634549168,-0.732425148
0.334004726,0.385869015,0.384205471,0.19570104,0.951390691,0.358292955,0.852389912,0.629118421,0.062818419,0.509961861,-0.195687349
0.920056854,0.553749862,0.498921568,0.62365917,0.074602531,0.285843581,0.342052875,0.55039862,0.151664519,0.303581664,-0.062358353
0.238295808,0.497398198,0.632233108,0.446066524,0.488713796,0.871538219,0.049888161,0.459456496,0.943990321,0.147237259,-0.512774395
0.96677981,0.867830883,0.540677794,0.00658553,0.759134447,0.593629257,0.862358537,0.748758203,0.25854874,0.443651848,-0.187278912
0.462645826,0.907826167,0.644490423,0.248339782,0.787839634,0.458247337,0.563999103,0.389591571,0.392578124,0.203207337,-0.480178296
0.459858394,0.675164836,0.190201008,0.335987952,0.007530768,0.349259481,0.868663466,0.992476519,0.443298775,0.978166316,0.005455967
0.960925516,0.234616727,0.922130713,0.96480436,0.08651069,0.654800661,0.685274248,0.116559045,0.541410801,0.4169928,-0.268098835
0.037097434,0.979842928,0.669999141,0.69814684,0.26684078,0.640453214,0.775434322,0.858549514,0.835096687,0.050308702,-0.657464894
0.235329567,0.868735004,0.298678152,0.441640813,0.087546097,0.453594275,0.585445154,0.004986615,0.856368886,0.599336867,-0.212712071
0.779048708,0.420810093,0.23670451,0.20081448,0.357515058,0.100927634,0.891136245,0.794668509,0.34028107,0.964242946,0.186319039
0.424558234,0.798020585,0.317561099,0.44244045,0.959934877,0.587452028,0.320871754,0.812899301,0.636376288,0.788924246,-0.154020459
0.73178537,0.916194517,0.129845348,0.16790876,0.376707432,0.080735944,0.049637222,0.329826593,0.176151006,0.070331517,0.12851795
0.092381597,0.794920345,0.15840129,0.491470509,0.829643396,0.97342318,0.877199311,0.44066548,0.403813627,0.364967876,-0.122730525
0.381200192,0.802343495,0.198969366,0.969197104,0.023756439,0.583353197,0.285525358,0.104603036,0.851328773,0.468741763,-0.052617734
0.670327293,0.995978262,0.931903175,0.473544012,0.93222817,0.381314271,0.006234062,0.689190039,0.013679692,0.512163346,-0.707860049
0.948325842,0.029181267,0.743049867,0.99711964,0.961668762,0.146529619,0.406255928,0.070693458,0.333514599,0.329557951,0.152981325
0.265622146,0.805376975,0.999701672,0.555247007,0.962334896,0.027447939,0.174458314,0.754694967,0.200414493,0.20482903,-0.897960125
0.051809488,0.948461036,0.387716712,0.604467137,0.172603139,0.884707557,0.606802838,0.048087868,0.993415452,0.888842029,-0.36983239
0.802734125,0.65371428,0.920148628,0.315746086,0.58216094,0.481538219,0.205740558,0.096226603,0.452723342,0.320445025,-0.572257413
0.822552917,0.986706467,0.372663012,0.675402133,0.329509715,0.522825473,0.342473445,0.760551886,0.880174052,0.990190044,-0.096027061
0.903510899,0.113815845,0.872266014,0.905725806,0.808992946,0.20424354,0.553883996,0.448496833,0.804278705,0.694708531,-0.136287214
0.378870701,0.680782724,0.577461014,0.744623036,0.530720695,0.398133355,0.569445783,0.262546868,0.541947233,0.20950702,-0.417029
0.528475008,0.286149565,0.28430539,0.84948066,0.063499446,0.651514696,0.136584047,0.641346011,0.598439729,0.713758703,0.051810682
0.216555492,0.965078076,0.616187582,0.938979972,0.287310616,0.105391499,0.534179179,0.813514613,0.155337577,0.832820647,-0.542281797
0.796539999,0.176065378,0.645347064,0.459394836,0.121939645,0.845794317,0.952359803,0.132744308,0.671284082,0.457026513,-0.056247233
0.8718796,0.858296369,0.42762911,0.456526127,0.269942973,0.650843959,0.779789204,0.825258864,0.098974114,0.702345903,-0.1066831
0.087928417,0.095978833,0.416538416,0.713816106,0.282028154,0.474936195,0.60061869,0.526635736,0.588561429,0.27060441,-0.342770346
0.949571595,0.670109121,0.558925462,0.63999085,0.176081555,0.547932618,0.75951991,0.741461092,0.512831728,0.178450565,-0.153163479
0.922521481,0.945425213,0.519157512,0.22468919,0.303460717,0.088168583,0.179641277,0.149772237,0.454988204,0.021480453,-0.200039832
0.601233305,0.93406561,0.98390048,0.119415212,0.948300061,0.001294388,0.872665947,0.639225623,0.605033493,0.486783865,-0.774275028
0.455961609,0.524319275,0.080654271,0.66414962,0.656954856,0.952146591,0.473413934,0.446568207,0.09451349,0.278033984,0.141913839
0.042274498,0.651975887,0.541193579,0.729836238,0.439075671,0.117422619,0.227367517,0.139755053,0.707707334,0.655448942,-0.522844889
0.237772367,0.404228307,0.175010197,0.408697653,0.111947426,0.850817921,0.216137274,0.897377538,0.434849316,0.477182858,-0.043532137
0.477954995,0.33671542,0.560705455,0.201037418,0.728957097,0.620830134,0.742001303,0.95162163,0.009132127,0.318672052,-0.275091622
0.382551796,0.077056782,0.262765023,0.135956483,0.204932197,0.990864266,0.513620229,0.049528168,0.299568111,0.261507513,0.068703048
0.060108023,0.91148514,0.73436181,0.322008756,0.51808225,0.675611801,0.696516552,0.653865849,0.320774517,0.883717178,-0.713069335
0.971676645,0.522786198,0.454780151,0.717724572,0.971823119,0.48565568,0.375667087,0.880523248,0.002107774,0.526072069,0.020234397
0.010076731,0.990604539,0.056600281,0.927369364,0.424687654,0.403233167,0.663013688,0.52331389,0.040692627,0.194735862,-0.053220199
0.609879164,0.272559538,0.7277857,0.487746295,0.956844837,0.592235683,0.08898023,0.255146925,0.243676657,0.917182523,-0.333072326
0.31554477,0.763284589,0.004382153,0.554133509,0.433178001,0.755206792,0.247863351,0.630422733,0.754249931,0.55018787,0.120508459
0.819280811,0.831644443,0.316496525,0.81635046,0.288687445,0.357704226,0.82100499,0.264709575,0.606088221,0.284170165,-0.008876569
0.115027031,0.794061859,0.906539359,0.739743032,0.259474265,0.979533154,0.556331285,0.430168851,0.099672644,0.025761861,-0.862095181
0.848625153,0.961001586,0.831454803,0.420866438,0.690194625,0.73965576,0.115238168,0.714441762,0.490052192,0.649673277,-0.541028988
0.473835006,0.173749381,0.912261292,0.49868919,0.432531912,0.256287256,0.908951702,0.691561907,0.095741191,0.555467666,-0.560620891
0.540458501,0.343823223,0.227868321,0.604724619,0.331576318,0.624039643,0.903462054,0.890087958,0.883428943,0.067908577,0.092375591
0.581095795,0.500607332,0.158978121,0.103954956,0.142899297,0.092090013,0.705948916,0.192453424,0.605761971,0.857157037,0.131393425
0.957193093,0.303502213,0.131463281,0.704070913,0.826956121,0.659796823,0.752171215,0.097273715,0.99822219,0.402592962,0.464174838
0.313537879,0.224480134,0.621982388,0.700894245,0.099564877,0.825410774,0.456820432,0.32577686,0.235184947,0.808043667,-0.405594206
0.80073363,0.645664844,0.406592637,0.357423546,0.824270184,0.017260442,0.714849025,0.41580631,0.871901337,0.620062269,-0.057130212
0.656924382,0.944386735,0.531434029,0.856747566,0.40149964,0.103323436,0.525902044,0.161393833,0.082270158,0.313793992,-0.304028042
0.381327058,0.440053606,0.182297853,0.699387291,0.68427677,0.705048321,0.126227307,0.593865962,0.149952874,0.433868478,0.020524122
0.828838328,0.238199557,0.204939613,0.989817682,0.102247575,0.705885484,0.899706069,0.679010515,0.907896222,0.647324317,0.356452168
0.373259794,0.324010258,0.953138606,0.444099423,0.350153759,0.061869236,0.997528185,0.611348694,0.484098922,0.899349814,-0.726648833
0.264494636,0.550720573,0.409565531,0.677989834,0.572394288,0.897010372,0.541761993,0.010680105,0.794423899,0.358135602,-0.283702079
0.214108764,0.067564993,0.099139468,0.939969271,0.344264362,0.425719871,0.127007653,0.589786741,0.120725114,0.082763001,0.089481013
0.769990145,0.758109409,0.201291939,0.122177836,0.361983098,0.945905409,0.102230026,0.621533996,0.660720931,0.885406422,0.104718865
0.426852318,0.773532819,0.172324648,0.089360433,0.236146623,0.050243925,0.070733573,0.471343851,0.683196908,0.832340807,-0.004738736
0.73629672,0.666698066,0.049352429,0.043400837,0.811080494,0.363330986,0.625652685,0.649717777,0.925494653,0.657431987,0.266194816
0.306125647,0.253299133,0.174313011,0.24112777,0.708646329,0.014098059,0.901919501,0.517368592,0.778342299,0.346637673,0.028876952
0.479415392,0.230621267,0.710036071,0.777745619,0.158415606,0.482057401,0.517949691,0.912607145,0.569624694,0.087150171,-0.381948583
0.092391539,0.32770671,0.459841479,0.352562658,0.950139222,0.712194797,0.756600793,0.648657481,0.748865446,0.950831111,-0.404029717
0.571550652,0.001938929,0.470600043,0.868538797,0.476673841,0.547565379,0.718983217,0.97883475,0.445033017,0.723129519,0.098742778
0.069333919,0.814019396,0.078775809,0.381091989,0.577776408,0.63622324,0.807887113,0.254572384,0.453433295,0.227608677,-0.052393429
0.928955572,0.680726757,0.26300696,0.703922647,0.372518021,0.250849327,0.729789461,0.52991262,0.256751152,0.438540467,0.130375999
0.267337771,0.778189509,0.047113767,0.743056216,0.97959614,0.439891968,0.088481569,0.969603158,0.656684159,0.593298877,0.057462968
0.745594513,0.46477024,0.533590597,0.611913302,0.271116794,0.647117828,0.470312227,0.200550023,0.919938774,0.990799267,-0.147180195
0.97326668,0.684201357,0.450892502,0.737981582,0.500653994,0.248989118,0.987223867,0.665182571,0.383095679,0.28683666,-0.039954499
0.886753301,0.106751724,0.914629898,0.575941345,0.333326895,0.209544753,0.795580364,0.873418159,0.448545837,0.053325754,-0.183891718
0.157092816,0.005692043,0.925596381,0.645611382,0.232875461,0.317698838,0.43641916,0.075367762,0.480681087,0.116518021,-0.770271793
0.800903143,0.402277955,0.285523682,0.031096839,0.099450617,0.896100103,0.592754509,0.132546844,0.960276852,0.90182721,0.158299165
0.457364777,0.335554784,0.157187158,0.315738042,0.257089198,0.895579785,0.480750158,0.01816707,0.419701071,0.631864633,0.116502124
0.790447687,0.538899078,0.381906276,0.568077626,0.568238553,0.30266328,0.569748615,0.27876308,0.872745566,0.919704911,-0.001480639
0.864522029,0.03446497,0.043089868,0.456226297,0.223783361,0.40838295,0.344889399,0.547575476,0.596287001,0.692957254,0.765683464
0.482687638,0.058977614,0.891520118,0.612420125,0.450013941,0.797602197,0.487251363,0.601191443,0.401431076,0.417117894,-0.459760754
0.295938979,0.855891649,0.224045405,0.953686404,0.9034881,0.429393696,0.829688317,0.836048845,0.316710668,0.249699213,-0.114914643
0.036770212,0.732636183,0.538402679,0.069919411,0.120146831,0.29633601,0.882117234,0.771432048,0.860598107,0.826153184,-0.523487405
0.258995036,0.880791562,0.747487261,0.026211619,0.273972423,0.619195593,0.526990233,0.321956492,0.287597778,0.134594978,-0.653702275
0.956937432,0.965312611,0.140277833,0.076647467,0.935560928,0.132215868,0.284103692,0.810964217,0.34279227,0.652304238,0.186252297
0.097471466,0.291758613,0.789292063,0.589901733,0.820365092,0.247033802,0.005644235,0.160893064,0.933681341,0.891516147,-0.727738286
0.940242032,0.220064584,0.797526596,0.698025627,0.684404191,0.320672719,0.039026687,0.999181471,0.140898978,0.747396095,-0.144639304
0.845844571,0.232778755,0.352876762,0.325246272,0.207566384,0.116495109,0.065869052,0.576494571,0.207239952,0.594660203,0.22427191
0.25668817,0.408721441,0.758250313,0.476314565,0.860299809,0.739422649,0.269338792,0.741994505,0.588601197,0.133102868,-0.617014419
0.67181976,0.489196584,0.291306853,0.175522807,0.172443281,0.652112661,0.682462679,0.186906233,0.430166721,0.279919645,0.048271635
0.545560247,0.057940722,0.311111863,0.823764087,0.034811513,0.722333851,0.295207917,0.330829451,0.342230293,0.560836636,0.177793343
0.9056738,0.051805558,0.751664798,0.24536536,0.161918094,0.697054384,0.853678817,0.126483568,0.087570527,0.424820833,0.068980977
0.068880752,0.561234665,0.522656159,0.357681265,0.705680337,0.440213601,0.279935112,0.635850299,0.474260193,0.068617475,-0.490203039
0.932546351,0.655572758,0.119653191,0.698356755,0.402223468,0.370946174,0.114227716,0.249403019,0.692888786,0.143477863,0.283846434
0.534805566,0.832201303,0.132060032,0.950182974,0.944001289,0.078293622,0.592480848,0.381940627,0.998745665,0.330277132,0.068662473
0.998563684,0.839725026,0.798974799,0.635693202,0.698385369,0.107151669,0.795066099,0.510029143,0.066745734,0.334228135,-0.426299935
0.650165233,0.697821507,0.716926722,0.941023259,0.615476881,0.313252511,0.223537834,0.309091643,0.927193635,0.558265657,-0.445531849
0.930005677,0.732227161,0.663490653,0.012616334,0.056770566,0.725392341,0.071936078,0.986693123,0.648990829,0.063680803,-0.286122865
0.80160079,0.276375066,0.046001255,0.178697376,0.875431877,0.165837244,0.344622999,0.164502919,0.60556551,0.899095354,0.470244581
0.988152659,0.424195605,0.746695726,0.327359451,0.040602589,0.455886142,0.687617858,0.487136813,0.075284839,0.795477528,-0.212094256
0.715393183,0.518283223,0.672072711,0.193575116,0.654558867,0.890993841,0.416148434,0.326160239,0.678725396,0.902192208,-0.320798543
0.138794952,0.196811293,0.211349891,0.578996252,0.524549355,0.936164956,0.077096431,0.028403074,0.954781212,0.495254071,-0.111756965
0.892517749,0.017518045,0.980284602,0.656869429,0.583036937,0.081289704,0.865312984,0.830750067,0.42265641,0.972324052,-0.117978681
0.955744923,0.914688595,0.754776546,0.974781564,0.036830524,0.266364485,0.318425181,0.21226181,0.284301068,0.445564732,-0.416983153
0.883247262,0.882126558,0.237100479,0.04729066,0.034180384,0.670090114,0.853352543,0.044037932,0.612028905,0.586477488,0.082424263
0.54899498,0.937234521,0.957830723,0.354947046,0.108138871,0.973889834,0.922229068,0.614802927,0.76929867,0.241152742,-0.766840675
0.588877193,0.111932583,0.357375322,0.241525086,0.841271255,0.004861211,0.052360079,0.902949145,0.532755151,0.490167092,0.1237865
0.622270821,0.951098134,0.038507137,0.397206234,0.163642698,0.482317043,0.203909338,0.194687102,0.430398008,0.32508439,0.175906625
0.622149045,0.334404864,0.150543237,0.07244552,0.867622062,0.259334654,0.740964329,0.13790404,0.574220007,0.98972048,0.222266817
0.381237947,0.307572497,0.981595197,0.513615792,0.93759976,0.744688464,0.734527113,0.079304684,0.429979132,0.955117163,-0.745555741
0.657207774,0.633749384,0.523350146,0.935112759,0.645737086,0.537036279,0.880750446,0.591530266,0.588596395,0.350798558,-0.233511941
0.054446488,0.638377958,0.36185386,0.637586143,0.987705645,0.958920951,0.673361435,0.064259986,0.915968795,0.610505757,-0.337939796
0.529562086,0.643159552,0.298673792,0.906508591,0.351502267,0.373094174,0.928321758,0.475553307,0.258694452,0.40754922,-0.067051669
0.180537457,0.690209089,0.969883743,0.977307663,0.784027818,0.673701658,0.134858979,0.386423131,0.277862245,0.311205511,-0.894040995
0.432809603,0.320578311,0.52309167,0.426304206,0.567263148,0.480766333,0.857611734,0.808760675,0.602208003,0.471769282,-0.259369368
0.941942096,0.784967371,0.275968214,0.372510505,0.42951186,0.038767496,0.315379125,0.151840435,0.549925691,0.23843555,0.090555528
0.070554728,0.133242217,0.417939437,0.701519399,0.422964252,0.137113436,0.253420109,0.704494596,0.423165251,0.771668269,-0.362230321
0.783152147,0.286586913,0.364151146,0.274129877,0.240656466,0.167748858,0.406744301,0.973716192,0.129650154,0.141360187,0.133665519
0.871145033,0.653485615,0.199189522,0.241706967,0.524123548,0.696989263,0.060352898,0.584916001,0.792199432,0.960506186,0.178424651
0.201282548,0.192744138,0.241244242,0.169201917,0.822289084,0.109772934,0.230199801,0.508559628,0.517714984,0.463266104,-0.0959651
0.937522378,0.424193631,0.935265497,0.253703343,0.313849979,0.628715602,0.970553487,0.958593387,0.005944199,0.781267222,-0.428054482
0.796472707,0.311574297,0.529030563,0.666755103,0.321219217,0.663950246,0.509491682,0.531188449,0.165754001,0.156271411,-0.03833445
0.961808217,0.059717099,0.986379309,0.638835708,0.784731698,0.009913969,0.254940721,0.020721109,0.161378075,0.186688627,-0.127187926
0.594025316,0.937509862,0.575052329,0.397056934,0.921683536,0.891985044,0.706654873,0.636769858,0.054250625,0.272374124,-0.368436246
0.632692825,0.657812425,0.635322693,0.254162225,0.373754162,0.801649367,0.829611937,0.089735646,0.671573943,0.769371849,-0.362095005
0.601277006,0.521574653,0.986346495,0.692521154,0.036559613,0.183196818,0.539162994,0.124394022,0.286279196,0.414439287,-0.692057181
0.029689353,0.170384841,0.404327675,0.545634583,0.858975772,0.283461664,0.873334007,0.725737298,0.959753553,0.140767972,-0.382184161
0.668622417,0.999252045,0.615964514,0.678383734,0.821277312,0.744989067,0.817723257,0.75034702,0.024122143,0.376248187,-0.392979187
0.240501801,0.848948217,0.305809187,0.408635248,0.24255475,0.851634415,0.845221585,0.619149256,0.157613439,0.513092227,-0.216664993
0.675158366,0.041869047,0.506247789,0.677817257,0.972478369,0.534040204,0.927365957,0.581725332,0.979333504,0.29927657,0.116742553
0.307506728,0.029137833,0.5668638,0.307090539,0.026099914,0.341325144,0.097252834,0.809387567,0.482349648,0.23998244,-0.276290428
0.584509649,0.380847251,0.586115684,0.652114156,0.454726076,0.086870974,0.759211107,0.314886502,0.236321698,0.658717905,-0.25432737
0.324695326,0.82983353,0.251129572,0.032943847,0.500277741,0.339145329,0.282283915,0.05586286,0.089625145,0.912888636,-0.129048379
0.490103342,0.10938925,0.746319159,0.86334438,0.581372465,0.720212242,0.412179327,0.937399914,0.947867885,0.220406858,-0.344192486
0.355037378,0.787992118,0.62442332,0.992179788,0.203170488,0.694062889,0.41348824,0.664275041,0.576937461,0.691409877,-0.486597408
0.131018537,0.587989621,0.240324245,0.889755951,0.876987918,0.812801838,0.246774511,0.27380459,0.62670975,0.954135193,-0.180112946
0.134261999,0.294352286,0.389802478,0.648805831,0.522521974,0.728364968,0.728614974,0.548287666,0.663314735,0.974922321,-0.305292116
0.073112501,0.091948066,0.786723509,0.847545012,0.595163932,0.517346456,0.980377934,0.05092225,0.603223084,0.753410714,-0.724967669
0.40773683,0.197485609,0.456928686,0.417963583,0.23973924,0.541588313,0.316129567,0.763136488,0.023534395,0.536454916,-0.164638189
0.233182179,0.739396112,0.754188725,0.587257394,0.451519849,0.859902053,0.278434404,0.066820855,0.469283039,0.108702531,-0.66011784
0.472759613,0.781812914,0.825357197,0.822310109,0.88289167,0.039124065,0.880249414,0.957629271,0.225823871,0.148778891,-0.640946661
0.164572992,0.204530745,0.873500593,0.479743132,0.60072054,0.947672157,0.119277091,0.523234001,0.410983706,0.031074185,-0.756704418
0.977786591,0.690461928,0.823040183,0.517537208,0.692036225,0.494577789,0.445810473,0.432125998,0.175805817,0.243943124,-0.412364894
0.245950801,0.491116971,0.821175263,0.335171876,0.704748233,0.288282273,0.812089318,0.431188668,0.149265482,0.212790062,-0.697097678
0.083754597,0.497243718,0.293298423,0.891615493,0.193256718,0.144663668,0.170306141,0.635663494,0.535702325,0.76282324,-0.25130538
0.992367442,0.176826221,0.445872484,0.106184687,0.861138555,0.797050554,0.788862652,0.244567506,0.12417971,0.272978122,0.28723109
0.39076507,0.363185334,0.612020531,0.00450418,0.098400125,0.973604064,0.830980039,0.969921896,0.277104107,0.333852424,-0.385669912
0.086457249,0.518835986,0.551851097,0.496739213,0.445724834,0.304631136,0.053994684,0.636387604,0.644737669,0.354013592,-0.509421672
0.151356924,0.146080551,0.08038732,0.126122976,0.95143195,0.317730867,0.806412272,0.233259386,0.246875009,0.532368467,0.036747396
0.052218966,0.704180467,0.834781147,0.009375735,0.222595503,0.623147678,0.487195322,0.458595477,0.930576918,0.136023068,-0.81309878
0.422109684,0.431511772,0.688205028,0.713199467,0.217353887,0.749058486,0.124114762,0.630439373,0.402193383,0.151538399,-0.461632646
0.854694684,0.646669912,0.69192731,0.202736225,0.108770606,0.032308213,0.808272935,0.521900544,0.708730749,0.611179973,-0.31924173
0.24091666,0.879062842,0.163610089,0.274005,0.667271871,0.354242789,0.479713365,0.192435992,0.926459435,0.318193227,-0.076262126
